Sentence 1	Sentence 2	Combined	Concept Strings	Concept Synsets
man has folded sleeves	man is wearing grey shirt	man has folded sleeves and is wearing grey shirt	['man', 'sleeves', 'shirt']	['man.n.01', 'sleeve.n.01', 'shirt.n.01']
white cd is on the desk	the CD sitting in front of the smaller mug	white cd is on the desk and the CD sitting in front of the smaller mug	['cd', 'desk', 'mug']	['cadmium.n.01', 'desk.n.01', 'chump.n.01']
white cd is on the desk	a cd is ontop of one drawer	white cd is on the desk and is ontop of one drawer	['cd', 'desk', 'drawer']	['cadmium.n.01', 'desk.n.01', 'drawer.n.01']
white cup is on the desk	the black and silver cup on the shelf	white cup is on the desk and on the shelf	['cup', 'desk', 'shelf']	['cup.n.01', 'desk.n.01', 'shelf.n.01']
white cup is on the desk	blue cup is on the table	white cup is on the desk and is on the table	['cup', 'desk', 'table']	['cup.n.01', 'desk.n.01', 'table.n.02']
mans hand is on the keyboard	white computer keyboard with grey keys	mans hand is on the keyboard white computer keyboard with grey keys	['hand', 'keyboard', 'grey keys']	['hand.n.01', 'keyboard.n.01', 'key.n.01']
mans hand is on the keyboard	keyboard sitting on desk	mans hand is on the keyboard keyboard sitting on desk	['hand', 'keyboard', 'desk']	['hand.n.01', 'keyboard.n.01', 'desk.n.01']
mans hand is on the keyboard	Computer keyboard on a desk	mans hand is on the keyboard computer keyboard on a desk	['hand', 'keyboard', 'desk']	['hand.n.01', 'keyboard.n.01', 'desk.n.01']
mans hand is on the keyboard	keyboard is on the desk	mans hand is on the keyboard keyboard is on the desk	['hand', 'keyboard', 'desk']	['hand.n.01', 'keyboard.n.01', 'desk.n.01']
man is wearing black and white tshirt	man is wearing sneakers	man is wearing black and white tshirt and is wearing sneakers	['man', 'shirt', 'sneakers']	['man.n.01', 'shirt.n.01', 'gym_shoe.n.01']
man is wearing black and white tshirt	a man is wearing glasses	man is wearing black and white tshirt and is wearing glasses	['man', 'shirt', 'glasses']	['man.n.01', 'shirt.n.01', 'spectacles.n.01']
man is wearing black and white tshirt	a man wears grey shoes	man is wearing black and white tshirt and wears grey shoes	['man', 'shirt', 'sneakers']	['man.n.01', 'shirt.n.01', 'gym_shoe.n.01']
man is wearing black and white tshirt	a man has brown shoes on 	man is wearing black and white tshirt and has brown shoes on	['man', 'shirt', 'shoes']	['man.n.01', 'shirt.n.01', 'shoe.n.01']
man is wearing black and white tshirt	A man dressed in a red shirt and black pants. 	man is wearing black and white tshirt and dressed in a red shirt and black pants.	['man', 'shirt', 'pants']	['man.n.01', 'shirt.n.01', 'trouser.n.01']
man is wearing black and white tshirt	A man wearing a gray jacket and gray pants. 	man is wearing black and white tshirt and wearing a gray jacket and gray pants.	['man', 'shirt', 'jacket']	['man.n.01', 'shirt.n.01', 'jacket.n.01']
man is wearing black and white tshirt	A man wearing a gray jacket and gray pants. 	man is wearing black and white tshirt and wearing a gray jacket and gray pants.	['man', 'shirt', 'pants']	['man.n.01', 'shirt.n.01', 'trouser.n.01']
man is wearing black and white tshirt	man is holding his chin	man is wearing black and white tshirt and is holding his chin	['man', 'shirt', 'chin']	['man.n.01', 'shirt.n.01', 'chin.n.01']
man is wearing black and white tshirt	man is wearing brown shoes	man is wearing black and white tshirt and is wearing brown shoes	['man', 'shirt', 'shoes']	['man.n.01', 'shirt.n.01', 'shoe.n.01']
man is wearing black and white tshirt	a man in glasses	man is wearing black and white tshirt and in glasses	['man', 'shirt', 'glasses']	['man.n.01', 'shirt.n.01', 'spectacles.n.01']
man is wearing black and white tshirt	A man in a gray hoodie	man is wearing black and white tshirt and in a gray hoodie	['man', 'shirt', 'jacket']	['man.n.01', 'shirt.n.01', 'jacket.n.01']
man is wearing black and white tshirt	man wearing silver backpack	man is wearing black and white tshirt and wearing silver backpack	['man', 'shirt', 'backpack']	['man.n.01', 'shirt.n.01', 'backpack.n.01']
man is wearing black and white tshirt	man is about to cross the road	man is wearing black and white tshirt and is about to cross the road	['man', 'shirt', 'crosswalk']	['man.n.01', 'shirt.n.01', 'crossing.n.05']
man is wearing black and white tshirt	man has folded sleeves	man is wearing black and white tshirt and has folded sleeves	['man', 'shirt', 'sleeves']	['man.n.01', 'shirt.n.01', 'sleeve.n.01']
man is wearing black and white tshirt	man is looking at the computer	man is wearing black and white tshirt and is looking at the computer	['man', 'shirt', 'computer']	['man.n.01', 'shirt.n.01', 'computer.n.01']
man is wearing black and white tshirt	mans hand is on the keyboard	man is wearing black and white tshirt and hand is on the keyboard	['man', 'shirt', 'hand']	['man.n.01', 'shirt.n.01', 'hand.n.01']
man is wearing black and white tshirt	the man has glasses on 	man is wearing black and white tshirt and has glasses on	['man', 'shirt', 'glasses']	['man.n.01', 'shirt.n.01', 'spectacles.n.01']
man is wearing black and white tshirt	man has folded his sleeves	man is wearing black and white tshirt and has folded his sleeves	['man', 'shirt', 'sleeves']	['man.n.01', 'shirt.n.01', 'sleeve.n.01']
man is wearing black and white tshirt	man has folded his sleeves	man is wearing black and white tshirt and has folded his sleeves	['man', 'shirt', 'sleeve']	['man.n.01', 'shirt.n.01', 'sleeve.n.01']
man is wearing black and white tshirt	man is wearing black pants	man is wearing black and white tshirt and is wearing black pants	['man', 'shirt', 'pants']	['man.n.01', 'shirt.n.01', 'trouser.n.01']
man is wearing black and white tshirt	mans jackets are touching the floor	man is wearing black and white tshirt and jackets are touching the floor	['man', 'shirt', 'jacket']	['man.n.01', 'shirt.n.01', 'jacket.n.01']
man is wearing black and white tshirt	A man sitting at a desk 	man is wearing black and white tshirt and sitting at a desk	['man', 'shirt', 'desk']	['man.n.01', 'shirt.n.01', 'desk.n.01']
man is wearing black and white tshirt	the man is using a computer to  the right	man is wearing black and white tshirt and is using a computer to the right	['man', 'shirt', 'computer']	['man.n.01', 'shirt.n.01', 'computer.n.01']
man is wearing black and white tshirt	A man using a computer. 	man is wearing black and white tshirt and using a computer.	['man', 'shirt', 'computer']	['man.n.01', 'shirt.n.01', 'computer.n.01']
man is wearing black and white tshirt	Man looking at computer	man is wearing black and white tshirt and looking at computer	['man', 'shirt', 'computer']	['man.n.01', 'shirt.n.01', 'computer.n.01']
dish is on the cpu	A computer tower under a desk	dish is on the cpu a computer tower under a desk	['dish', 'cpu', 'desk']	['dish.n.01', 'central_processing_unit.n.01', 'desk.n.01']
dish is on the cpu	cpu is on the floor	dish is on the cpu cpu is on the floor	['dish', 'cpu', 'floor']	['dish.n.01', 'central_processing_unit.n.01', 'floor.n.01']
dish is on the cpu	black cpu is on the floor	dish is on the cpu black cpu is on the floor	['dish', 'cpu', 'floor']	['dish.n.01', 'central_processing_unit.n.01', 'floor.n.01']
dish is on the cpu	cpu has books ontop of it	dish is on the cpu cpu has books ontop of it	['dish', 'cpu', 'books']	['dish.n.01', 'central_processing_unit.n.01', 'book.n.01']
dish is on the cpu	cpus are on the floor	dish is on the cpu cpus are on the floor	['dish', 'cpu', 'floor']	['dish.n.01', 'central_processing_unit.n.01', 'floor.n.01']
dish is on the cpu	2 computer consoles on the floor	dish is on the cpu 2 computer consoles on the floor	['dish', 'cpu', 'floor']	['dish.n.01', 'central_processing_unit.n.01', 'floor.n.01']
a picture taped up on the wall	four outlets on the wall	a picture taped up on the wall four outlets on the wall	['picture', 'wall', 'outlets']	['picture.n.01', 'wall.n.01', 'mercantile_establishment.n.01']
a picture taped up on the wall	dividing screen has a picture stuck to it	a picture taped up on the wall and stuck to it	['picture', 'wall', 'dividing screen']	['picture.n.01', 'wall.n.01', 'screen.n.01']
an empty Tupperware container on the computer	a laptop computer on a desk	an empty Tupperware container on the computer a laptop computer on a desk	['container', 'computer', 'desk']	['container.n.01', 'computer.n.01', 'desk.n.01']
an empty Tupperware container on the computer	a grey laptop is a top of a desk	an empty Tupperware container on the computer a grey laptop is a top of a desk	['container', 'computer', 'desk']	['container.n.01', 'computer.n.01', 'desk.n.01']
an empty Tupperware container on the computer	Laptop computer on a table	an empty Tupperware container on the computer laptop computer on a table	['container', 'computer', 'desk']	['container.n.01', 'computer.n.01', 'desk.n.01']
an empty Tupperware container on the computer	Empty plastic dish with a cover	an empty Tupperware container on the computer and empty plastic dish with a cover	['container', 'computer', 'cover']	['container.n.01', 'computer.n.01', 'screen.n.04']
a boy with glasses sits at the computer	a boy with glasses sits at the computer	a boy with glasses sits at the computer and with glasses sits at the computer	['boy', 'glasses', 'computer']	['male_child.n.01', 'spectacles.n.01', 'computer.n.01']
a boy with glasses sits at the computer	a laptop computer on a desk	a boy with glasses sits at the computer a laptop computer on a desk	['boy', 'computer', 'desk']	['male_child.n.01', 'computer.n.01', 'desk.n.01']
a boy with glasses sits at the computer	a grey laptop is a top of a desk	a boy with glasses sits at the computer a grey laptop is a top of a desk	['boy', 'computer', 'desk']	['male_child.n.01', 'computer.n.01', 'desk.n.01']
a boy with glasses sits at the computer	Laptop computer on a table	a boy with glasses sits at the computer laptop computer on a table	['boy', 'computer', 'desk']	['male_child.n.01', 'computer.n.01', 'desk.n.01']
a boy with glasses sits at the computer	a boy with glasses sits at the computer	a boy with glasses sits at the computer and with glasses sits at the computer	['boy', 'computer', 'glasses']	['male_child.n.01', 'computer.n.01', 'spectacles.n.01']
a black stapler on the desk	the black stapler, next to the large mug	a black stapler on the desk and the black stapler, next to the large mug	['stapler', 'desk', 'mug']	['stapler.n.01', 'desk.n.01', 'chump.n.01']
a money bag on a stack of papers	papers are next to the board	a money bag on a stack of papers papers are next to the board	['bag', 'papers', 'board']	['bag.n.01', 'paper.n.01', 'board.n.02']
a money bag on a stack of papers	A stack of papers and files on a desk. 	a money bag on a stack of papers a stack of papers and files on a desk.	['bag', 'papers', 'desk']	['bag.n.01', 'paper.n.01', 'desk.n.01']
a money bag on a stack of papers	papers are on holder	a money bag on a stack of papers papers are on holder	['bag', 'papers', 'holder']	['bag.n.01', 'paper.n.01', 'holder.n.01']
a money bag on a stack of papers	papers are below on the shelf	a money bag on a stack of papers papers are below on the shelf	['bag', 'papers', 'shelf']	['bag.n.01', 'paper.n.01', 'shelf.n.01']
a money bag on a stack of papers	papers on the desk are scattered	a money bag on a stack of papers papers on the desk are scattered	['bag', 'papers', 'desk']	['bag.n.01', 'paper.n.01', 'desk.n.01']
a money bag on a stack of papers	Papers sitting on office desk	a money bag on a stack of papers papers sitting on office desk	['bag', 'papers', 'desk']	['bag.n.01', 'paper.n.01', 'desk.n.01']
a money bag on a stack of papers	papers are lying on the desk	a money bag on a stack of papers papers are lying on the desk	['bag', 'papers', 'desk']	['bag.n.01', 'paper.n.01', 'desk.n.01']
a money bag on a stack of papers	black bag on the desk	a money bag on a stack of papers and on the desk	['bag', 'papers', 'desk']	['bag.n.01', 'paper.n.01', 'desk.n.01']
a money bag on a stack of papers	black bag is on the table	a money bag on a stack of papers and is on the table	['bag', 'papers', 'table']	['bag.n.01', 'paper.n.01', 'table.n.02']
a money bag on a stack of papers	Bag of food on the counter	a money bag on a stack of papers and of food on the counter	['bag', 'papers', 'counter']	['bag.n.01', 'paper.n.01', 'counter.n.01']
a money bag on a stack of papers	a black pot holder resting on a bowl	a money bag on a stack of papers and a black pot holder resting on a bowl	['bag', 'papers', 'bowl']	['bag.n.01', 'paper.n.01', 'bowl.n.01']
a money bag on a stack of papers	A potholder next to a plastic bowl	a money bag on a stack of papers and a potholder next to a plastic bowl	['bag', 'papers', 'container']	['bag.n.01', 'paper.n.01', 'container.n.01']
a money bag on a stack of papers	plastic bag of carrots	a money bag on a stack of papers and of carrots	['bag', 'papers', 'food']	['bag.n.01', 'paper.n.01', 'food.n.01']
photograph taped up on the wall	four outlets on the wall	photograph taped up on the wall four outlets on the wall	['photograph', 'wall', 'outlets']	['photograph.n.01', 'wall.n.01', 'mercantile_establishment.n.01']
the top right drawer of the desk	drawers have silver handles	the top right drawer of the desk and have silver handles	['drawer', 'desk', 'handle']	['drawer.n.01', 'desk.n.01', 'handle.n.01']
the top right drawer of the desk	Handle of wooden drawer	the top right drawer of the desk and 	['drawer', 'desk', 'handle']	['drawer.n.01', 'desk.n.01', 'handle.n.01']
the black and silver cup on the shelf	the shelf is on the wall	the black and silver cup on the shelf the shelf is on the wall	['cup', 'shelf', 'wall']	['cup.n.01', 'shelf.n.01', 'wall.n.01']
the black and silver cup on the shelf	A single bookshelf on the wall	the black and silver cup on the shelf a single bookshelf on the wall	['cup', 'shelf', 'wall']	['cup.n.01', 'shelf.n.01', 'wall.n.01']
the black and silver cup on the shelf	shelves full of books	the black and silver cup on the shelf shelves full of books	['cup', 'shelf', 'books']	['cup.n.01', 'shelf.n.01', 'book.n.01']
the black and silver cup on the shelf	wooden shelves with books	the black and silver cup on the shelf wooden shelves with books	['cup', 'shelf', 'books']	['cup.n.01', 'shelf.n.01', 'book.n.01']
the black and silver cup on the shelf	bookcase against the wall	the black and silver cup on the shelf bookcase against the wall	['cup', 'shelf', 'wall']	['cup.n.01', 'shelf.n.01', 'wall.n.01']
the black and silver cup on the shelf	against the wall is a bookshelf	the black and silver cup on the shelf against the wall is a bookshelf	['cup', 'shelf', 'wall']	['cup.n.01', 'shelf.n.01', 'wall.n.01']
the black and silver cup on the shelf	the shelf is full with books	the black and silver cup on the shelf the shelf is full with books	['cup', 'shelf', 'books']	['cup.n.01', 'shelf.n.01', 'book.n.01']
the black and silver cup on the shelf	white cup is on the desk	the black and silver cup on the shelf and is on the desk	['cup', 'shelf', 'desk']	['cup.n.01', 'shelf.n.01', 'desk.n.01']
the black and silver cup on the shelf	a cup is on a desk	the black and silver cup on the shelf and is on a desk	['cup', 'shelf', 'desk']	['cup.n.01', 'shelf.n.01', 'desk.n.01']
the black and silver cup on the shelf	blue cup is on the table	the black and silver cup on the shelf and is on the table	['cup', 'shelf', 'table']	['cup.n.01', 'shelf.n.01', 'table.n.02']
the black and silver cup on the shelf	a blue mug on the desk	the black and silver cup on the shelf and a blue mug on the desk	['cup', 'shelf', 'desk']	['cup.n.01', 'shelf.n.01', 'desk.n.01']
the black and silver cup on the shelf	Black mug on office table	the black and silver cup on the shelf and black mug on office table	['cup', 'shelf', 'desk']	['cup.n.01', 'shelf.n.01', 'desk.n.01']
the black stapler, next to the large mug	Mug on an office desk	the black stapler, next to the large mug mug on an office desk	['stapler', 'mug', 'desk']	['stapler.n.01', 'chump.n.01', 'desk.n.01']
the black stapler, next to the large mug	a mug is next to a telephone	the black stapler, next to the large mug a mug is next to a telephone	['stapler', 'mug', 'telephone']	['stapler.n.01', 'chump.n.01', 'telephone.n.01']
the black stapler, next to the large mug	tan colored telephone and cup	the black stapler, next to the large mug tan colored telephone and cup	['stapler', 'mug', 'telephone']	['stapler.n.01', 'chump.n.01', 'telephone.n.01']
the black stapler, next to the large mug	a black stapler on the desk	the black stapler, next to the large mug and on the desk	['stapler', 'mug', 'desk']	['stapler.n.01', 'chump.n.01', 'desk.n.01']
the black stapler, next to the large mug	stapler is on the desk	the black stapler, next to the large mug and is on the desk	['stapler', 'mug', 'desk']	['stapler.n.01', 'chump.n.01', 'desk.n.01']
the CD sitting in front of the smaller mug	Mug on an office desk	the CD sitting in front of the smaller mug mug on an office desk	['cd', 'mug', 'desk']	['cadmium.n.01', 'chump.n.01', 'desk.n.01']
the CD sitting in front of the smaller mug	a mug is next to a telephone	the CD sitting in front of the smaller mug a mug is next to a telephone	['cd', 'mug', 'telephone']	['cadmium.n.01', 'chump.n.01', 'telephone.n.01']
the CD sitting in front of the smaller mug	tan colored telephone and cup	the CD sitting in front of the smaller mug tan colored telephone and cup	['cd', 'mug', 'telephone']	['cadmium.n.01', 'chump.n.01', 'telephone.n.01']
the CD sitting in front of the smaller mug	white cd is on the desk	the CD sitting in front of the smaller mug and is on the desk	['cd', 'mug', 'desk']	['cadmium.n.01', 'chump.n.01', 'desk.n.01']
the CD sitting in front of the smaller mug	a cd disk is in a desk 	the CD sitting in front of the smaller mug and disk is in a desk	['cd', 'mug', 'desk']	['cadmium.n.01', 'chump.n.01', 'desk.n.01']
the CD sitting in front of the smaller mug	a cd is ontop of one drawer	the CD sitting in front of the smaller mug and is ontop of one drawer	['cd', 'mug', 'drawer']	['cadmium.n.01', 'chump.n.01', 'drawer.n.01']
A picture taped to the wall. 	four outlets on the wall	A picture taped to the wall four outlets on the wall	['picture', 'wall', 'outlets']	['picture.n.01', 'wall.n.01', 'mercantile_establishment.n.01']
A picture taped to the wall. 	dividing screen has a picture stuck to it	A picture taped to the wall and stuck to it	['picture', 'wall', 'dividing screen']	['picture.n.01', 'wall.n.01', 'screen.n.01']
A bulletin board with papers on it.  	papers are next to the board	A bulletin board with papers on it papers are next to the board	['bulletin board', 'papers', 'board']	['bulletin_board_system.n.01', 'paper.n.01', 'board.n.02']
A bulletin board with papers on it.  	A stack of papers and files on a desk. 	A bulletin board with papers on it a stack of papers and files on a desk.	['bulletin board', 'papers', 'desk']	['bulletin_board_system.n.01', 'paper.n.01', 'desk.n.01']
A bulletin board with papers on it.  	papers are on holder	A bulletin board with papers on it papers are on holder	['bulletin board', 'papers', 'holder']	['bulletin_board_system.n.01', 'paper.n.01', 'holder.n.01']
A bulletin board with papers on it.  	papers are below on the shelf	A bulletin board with papers on it papers are below on the shelf	['bulletin board', 'papers', 'shelf']	['bulletin_board_system.n.01', 'paper.n.01', 'shelf.n.01']
A bulletin board with papers on it.  	papers on the desk are scattered	A bulletin board with papers on it papers on the desk are scattered	['bulletin board', 'papers', 'desk']	['bulletin_board_system.n.01', 'paper.n.01', 'desk.n.01']
A bulletin board with papers on it.  	Papers sitting on office desk	A bulletin board with papers on it papers sitting on office desk	['bulletin board', 'papers', 'desk']	['bulletin_board_system.n.01', 'paper.n.01', 'desk.n.01']
A bulletin board with papers on it.  	papers are lying on the desk	A bulletin board with papers on it papers are lying on the desk	['bulletin board', 'papers', 'desk']	['bulletin_board_system.n.01', 'paper.n.01', 'desk.n.01']
A stack of papers and files on a desk. 	papers are next to the board	A stack of papers and files on a desk and are next to the board	['papers', 'desk', 'board']	['paper.n.01', 'desk.n.01', 'board.n.02']
A stack of papers and files on a desk. 	papers are on holder	A stack of papers and files on a desk and are on holder	['papers', 'desk', 'holder']	['paper.n.01', 'desk.n.01', 'holder.n.01']
A stack of papers and files on a desk. 	papers are below on the shelf	A stack of papers and files on a desk and are below on the shelf	['papers', 'desk', 'shelf']	['paper.n.01', 'desk.n.01', 'shelf.n.01']
man is looking at the computer	a laptop computer on a desk	man is looking at the computer a laptop computer on a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
man is looking at the computer	a grey laptop is a top of a desk	man is looking at the computer a grey laptop is a top of a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
man is looking at the computer	Laptop computer on a table	man is looking at the computer laptop computer on a table	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
man is looking at the computer	man is wearing sneakers	man is looking at the computer and is wearing sneakers	['man', 'computer', 'sneakers']	['man.n.01', 'computer.n.01', 'gym_shoe.n.01']
man is looking at the computer	A man in a red shirt	man is looking at the computer and in a red shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
man is looking at the computer	a man is wearing glasses	man is looking at the computer and is wearing glasses	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
man is looking at the computer	a man wears grey shoes	man is looking at the computer and wears grey shoes	['man', 'computer', 'sneakers']	['man.n.01', 'computer.n.01', 'gym_shoe.n.01']
man is looking at the computer	a man has brown shoes on 	man is looking at the computer and has brown shoes on	['man', 'computer', 'shoes']	['man.n.01', 'computer.n.01', 'shoe.n.01']
man is looking at the computer	A man dressed in a red shirt and black pants. 	man is looking at the computer and dressed in a red shirt and black pants.	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
man is looking at the computer	A man dressed in a red shirt and black pants. 	man is looking at the computer and dressed in a red shirt and black pants.	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
man is looking at the computer	A man wearing a gray jacket and gray pants. 	man is looking at the computer and wearing a gray jacket and gray pants.	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
man is looking at the computer	A man wearing a gray jacket and gray pants. 	man is looking at the computer and wearing a gray jacket and gray pants.	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
man is looking at the computer	man is wearing red tshirt	man is looking at the computer and is wearing red tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
man is looking at the computer	man is holding his chin	man is looking at the computer and is holding his chin	['man', 'computer', 'chin']	['man.n.01', 'computer.n.01', 'chin.n.01']
man is looking at the computer	man is wearing brown shoes	man is looking at the computer and is wearing brown shoes	['man', 'computer', 'shoes']	['man.n.01', 'computer.n.01', 'shoe.n.01']
man is looking at the computer	the man wears a red t shirt 	man is looking at the computer and wears a red t shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
man is looking at the computer	a man in glasses	man is looking at the computer and in glasses	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
man is looking at the computer	A man in a gray hoodie	man is looking at the computer and in a gray hoodie	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
man is looking at the computer	man wearing silver backpack	man is looking at the computer and wearing silver backpack	['man', 'computer', 'backpack']	['man.n.01', 'computer.n.01', 'backpack.n.01']
man is looking at the computer	man is about to cross the road	man is looking at the computer and is about to cross the road	['man', 'computer', 'crosswalk']	['man.n.01', 'computer.n.01', 'crossing.n.05']
man is looking at the computer	man has folded sleeves	man is looking at the computer and has folded sleeves	['man', 'computer', 'sleeves']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
man is looking at the computer	man is wearing black and white tshirt	man is looking at the computer and is wearing black and white tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
man is looking at the computer	mans hand is on the keyboard	man is looking at the computer and hand is on the keyboard	['man', 'computer', 'hand']	['man.n.01', 'computer.n.01', 'hand.n.01']
man is looking at the computer	the man has glasses on 	man is looking at the computer and has glasses on	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
man is looking at the computer	man has folded his sleeves	man is looking at the computer and has folded his sleeves	['man', 'computer', 'sleeves']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
man is looking at the computer	man has folded his sleeves	man is looking at the computer and has folded his sleeves	['man', 'computer', 'sleeve']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
man is looking at the computer	man is wearing black pants	man is looking at the computer and is wearing black pants	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
man is looking at the computer	man has a white and black tshirt	man is looking at the computer and has a white and black tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
man is looking at the computer	mans jackets are touching the floor	man is looking at the computer and jackets are touching the floor	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
man is looking at the computer	A man sitting at a desk 	man is looking at the computer and sitting at a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
man is looking at the computer	a man in a grey shirt	man is looking at the computer and in a grey shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
man is looking at the computer	man is wearing grey shirt	man is looking at the computer and is wearing grey shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
a white folder has papers	papers are next to the board	a white folder has papers papers are next to the board	['folder', 'papers', 'board']	['booklet.n.01', 'paper.n.01', 'board.n.02']
a white folder has papers	A stack of papers and files on a desk. 	a white folder has papers a stack of papers and files on a desk.	['folder', 'papers', 'desk']	['booklet.n.01', 'paper.n.01', 'desk.n.01']
a white folder has papers	papers are on holder	a white folder has papers papers are on holder	['folder', 'papers', 'holder']	['booklet.n.01', 'paper.n.01', 'holder.n.01']
a white folder has papers	papers are below on the shelf	a white folder has papers papers are below on the shelf	['folder', 'papers', 'shelf']	['booklet.n.01', 'paper.n.01', 'shelf.n.01']
a white folder has papers	papers on the desk are scattered	a white folder has papers papers on the desk are scattered	['folder', 'papers', 'desk']	['booklet.n.01', 'paper.n.01', 'desk.n.01']
a white folder has papers	Papers sitting on office desk	a white folder has papers papers sitting on office desk	['folder', 'papers', 'desk']	['booklet.n.01', 'paper.n.01', 'desk.n.01']
a white folder has papers	papers are lying on the desk	a white folder has papers papers are lying on the desk	['folder', 'papers', 'desk']	['booklet.n.01', 'paper.n.01', 'desk.n.01']
a dish is ontop of the cpu	A computer tower under a desk	a dish is ontop of the cpu a computer tower under a desk	['dish', 'cpu', 'desk']	['dish.n.01', 'central_processing_unit.n.01', 'desk.n.01']
a dish is ontop of the cpu	cpu is on the floor	a dish is ontop of the cpu cpu is on the floor	['dish', 'cpu', 'floor']	['dish.n.01', 'central_processing_unit.n.01', 'floor.n.01']
a dish is ontop of the cpu	black cpu is on the floor	a dish is ontop of the cpu black cpu is on the floor	['dish', 'cpu', 'floor']	['dish.n.01', 'central_processing_unit.n.01', 'floor.n.01']
a dish is ontop of the cpu	cpu has books ontop of it	a dish is ontop of the cpu cpu has books ontop of it	['dish', 'cpu', 'books']	['dish.n.01', 'central_processing_unit.n.01', 'book.n.01']
a dish is ontop of the cpu	cpus are on the floor	a dish is ontop of the cpu cpus are on the floor	['dish', 'cpu', 'floor']	['dish.n.01', 'central_processing_unit.n.01', 'floor.n.01']
a dish is ontop of the cpu	2 computer consoles on the floor	a dish is ontop of the cpu 2 computer consoles on the floor	['dish', 'cpu', 'floor']	['dish.n.01', 'central_processing_unit.n.01', 'floor.n.01']
mans hand is on the keyboard	mans hand is on the keyboard	mans hand is on the keyboard mans hand is on the keyboard	['man', 'hand', 'keyboard']	['man.n.01', 'hand.n.01', 'keyboard.n.01']
mans hand is on the keyboard	guys right hand is on the keyboard	mans hand is on the keyboard guys right hand is on the keyboard	['man', 'hand', 'keyboard']	['man.n.01', 'hand.n.01', 'keyboard.n.01']
mans hand is on the keyboard	man is wearing sneakers	mans hand is on the keyboard and is wearing sneakers	['man', 'hand', 'sneakers']	['man.n.01', 'hand.n.01', 'gym_shoe.n.01']
mans hand is on the keyboard	A man in a red shirt	mans hand is on the keyboard and in a red shirt	['man', 'hand', 'shirt']	['man.n.01', 'hand.n.01', 'shirt.n.01']
mans hand is on the keyboard	a man is wearing glasses	mans hand is on the keyboard and is wearing glasses	['man', 'hand', 'glasses']	['man.n.01', 'hand.n.01', 'spectacles.n.01']
mans hand is on the keyboard	a man wears grey shoes	mans hand is on the keyboard and wears grey shoes	['man', 'hand', 'sneakers']	['man.n.01', 'hand.n.01', 'gym_shoe.n.01']
mans hand is on the keyboard	a man has brown shoes on 	mans hand is on the keyboard and has brown shoes on	['man', 'hand', 'shoes']	['man.n.01', 'hand.n.01', 'shoe.n.01']
mans hand is on the keyboard	A man dressed in a red shirt and black pants. 	mans hand is on the keyboard and dressed in a red shirt and black pants.	['man', 'hand', 'shirt']	['man.n.01', 'hand.n.01', 'shirt.n.01']
mans hand is on the keyboard	A man dressed in a red shirt and black pants. 	mans hand is on the keyboard and dressed in a red shirt and black pants.	['man', 'hand', 'pants']	['man.n.01', 'hand.n.01', 'trouser.n.01']
mans hand is on the keyboard	A man wearing a gray jacket and gray pants. 	mans hand is on the keyboard and wearing a gray jacket and gray pants.	['man', 'hand', 'jacket']	['man.n.01', 'hand.n.01', 'jacket.n.01']
mans hand is on the keyboard	A man wearing a gray jacket and gray pants. 	mans hand is on the keyboard and wearing a gray jacket and gray pants.	['man', 'hand', 'pants']	['man.n.01', 'hand.n.01', 'trouser.n.01']
